mainboard_bvar_dump_interval : 10
mainboard_bvar_sampler_collector_usage : 0.000287415
mainboard_cpu_usage_count : 1081
mainboard_gcc_version : "7.5.0"
mainboard_mem_resident_usage_count : 1127
mainboard_pgrp : 5327
mainboard_pid : 5487
mainboard_ppid : 5477
mainboard_studio_connector_apollo_dreamview_plugins_studio_connector_dv_request_cyber_count : 70
mainboard_studio_connector_apollo_dreamview_plugins_studio_connector_dv_request_proc_count : 70
mainboard_studio_connector_apollo_dreamview_plugins_studio_connector_dv_request_process : 1758113669601737
mainboard_studio_connector_apollo_dreamview_plugins_studio_connector_dv_request_recv_msgs_nums : 70
mainboard_studio_connector_apollo_dreamview_plugins_studio_connector_dv_request_total_msgs_nums : 70
mainboard_studio_connector_apollo_dreamview_plugins_studio_connector_dv_request_tran_count : 70
mainboard_studio_connector_apollo_dreamview_plugins_studio_connector_plugin_response : 110
mainboard_system_core_count : 4
mainboard_system_loadavg_15m : 5.570
mainboard_system_loadavg_1m : 7.040
mainboard_system_loadavg_5m : 7.800
